"away_score","away_team","club_id","club_name","coach","competition_name","home_score","home_team","match_date","match_result_link","match_time","match_type","play_style","result","season"
1,"Watford",1039,"QPR","Harry Redknapp","Championship",2,"QPR","21-04-2014","https://www.transfermarkt.com/spielbericht/index/spielbericht/2333375","4:00 PM","44","4-2-3-1","2:1 ","2013"
1,"Millwall",1039,"QPR","Harry Redknapp","Championship",1,"QPR","26-04-2014","https://www.transfermarkt.com/spielbericht/index/spielbericht/2333361","4:00 PM","45","4-2-3-1","1:1 ","2013"
3,"QPR",1039,"QPR","Harry Redknapp","Championship",2,"Barnsley FC","03-05-2014","https://www.transfermarkt.com/spielbericht/index/spielbericht/2333369","1:15 PM","46","4-4-2 double 6","2:3 ","2013"
0,"QPR",1039,"QPR","Harry Redknapp","FA Cup",4,"Everton","04-01-2014","https://www.transfermarkt.com/spielbericht/index/spielbericht/2387451","4:00 PM","Third Round","4-4-1-1","4:0 ","2013"
2,"QPR",1039,"QPR","Harry Redknapp","EFL Cup",0,"Exeter City","06-08-2013","https://www.transfermarkt.com/spielbericht/index/spielbericht/2320561","8:45 PM","First Round","4-4-2","0:2 ","2013"
2,"Swindon Town",1039,"QPR","Harry Redknapp","EFL Cup",0,"QPR","27-08-2013","https://www.transfermarkt.com/spielbericht/index/spielbericht/2360837","8:45 PM","Second Round","4-4-2 double 6","0:2 ","2013"
0,"QPR",1039,"QPR","Harry Redknapp","Championship Play-Offs",0,"Wigan","09-05-2014","https://www.transfermarkt.com/spielbericht/index/spielbericht/2456922","8:45 PM","Semi-Finals 1st Leg","4-2-3-1","0:0 ","2013"
1,"Wigan",1039,"QPR","Harry Redknapp","Championship Play-Offs",2,"QPR","12-05-2014","https://www.transfermarkt.com/spielbericht/index/spielbericht/2456924","8:45 PM","Semi-Finals 2nd Leg","4-2-3-1","2:1 ","2013"
1,"QPR",1039,"QPR","Harry Redknapp","Championship Play-Offs",0,"Derby","24-05-2014","https://www.transfermarkt.com/spielbericht/index/spielbericht/2457473","4:00 PM","Final","4-4-2 double 6","0:1 ","2013"
1,"Ipswich",1032,"Reading","Nigel Adkins","Championship",2,"Reading","03-08-2013","https://www.transfermarkt.com/spielbericht/index/spielbericht/2345055","4:00 PM","1","4-2-3-1","2:1 ","2013"
1,"Reading",1032,"Reading","Nigel Adkins","Championship",1,"Bolton","10-08-2013","https://www.transfermarkt.com/spielbericht/index/spielbericht/2332871","4:00 PM","2","4-2-3-1","1:1 ","2013"
3,"Watford",1032,"Reading","Nigel Adkins","Championship",3,"Reading","17-08-2013","https://www.transfermarkt.com/spielbericht/index/spielbericht/2332996","4:00 PM","3","4-2-3-1","3:3 ","2013"
0,"Reading",1032,"Reading","Nigel Adkins","Championship",1,"Blackpool","24-08-2013","https://www.transfermarkt.com/spielbericht/index/spielbericht/2332954","4:00 PM","4","4-2-3-1","1:0 ","2013"
1,"Reading",1032,"Reading","Nigel Adkins","Championship",0,"Yeovil Town","31-08-2013","https://www.transfermarkt.com/spielbericht/index/spielbericht/2332950","4:00 PM","5","4-2-3-1","0:1 ","2013"
0,"Brighton",1032,"Reading","Nigel Adkins","Championship",0,"Reading","15-09-2013","https://www.transfermarkt.com/spielbericht/index/spielbericht/2332931","2:15 PM","6","4-2-3-1","0:0 ","2013"
0,"Leeds",1032,"Reading","Nigel Adkins","Championship",1,"Reading","18-09-2013","https://www.transfermarkt.com/spielbericht/index/spielbericht/2332933","9:00 PM","7","4-2-3-1","1:0 ","2013"
3,"Reading",1032,"Reading","Nigel Adkins","Championship",1,"Derby","21-09-2013","https://www.transfermarkt.com/spielbericht/index/spielbericht/2332912","4:00 PM","8","4-2-3-1","1:3 ","2013"
0,"Birmingham",1032,"Reading","Nigel Adkins","Championship",2,"Reading","28-09-2013","https://www.transfermarkt.com/spielbericht/index/spielbericht/2332909","4:00 PM","9","4-4-2 double 6","2:0 ","2013"
1,"Reading",1032,"Reading","Nigel Adkins","Championship",1,"Barnsley FC","01-10-2013","https://www.transfermarkt.com/spielbericht/index/spielbericht/2332887","8:45 PM","10","4-4-2 double 6","1:1 ","2013"
1,"Reading",1032,"Reading","Nigel Adkins","Championship",2,"Burnley","05-10-2013","https://www.transfermarkt.com/spielbericht/index/spielbericht/2332881","4:00 PM","11","4-2-3-1","2:1 ","2013"
1,"Doncaster",1032,"Reading","Nigel Adkins","Championship",4,"Reading","19-10-2013","https://www.transfermarkt.com/spielbericht/index/spielbericht/2332879","4:00 PM","12","4-4-2 double 6","4:1 ","2013"
1,"Millwall",1032,"Reading","Nigel Adkins","Championship",1,"Reading","26-10-2013","https://www.transfermarkt.com/spielbericht/index/spielbericht/2332991","4:00 PM","13","4-4-2 double 6","1:1 ","2013"
2,"Reading",1032,"Reading","Nigel Adkins","Championship",5,"Sheff Wed","02-11-2013","https://www.transfermarkt.com/spielbericht/index/spielbericht/2333297","4:00 PM","14","4-1-4-1","5:2 ","2013"
1,"QPR",1032,"Reading","Nigel Adkins","Championship",1,"Reading","09-11-2013","https://www.transfermarkt.com/spielbericht/index/spielbericht/2333244","1:15 PM","15","4-2-3-1","1:1 ","2013"
0,"Reading",1032,"Reading","Nigel Adkins","Championship",0,"Blackburn","23-11-2013","https://www.transfermarkt.com/spielbericht/index/spielbericht/2333238","4:00 PM","16","4-4-2 double 6","0:0 ","2013"
3,"Reading",1032,"Reading","Nigel Adkins","Championship",2,"Nottm Forest","29-11-2013","https://www.transfermarkt.com/spielbericht/index/spielbericht/2333058","8:45 PM","17","4-4-2 double 6","2:3 ","2013"
0,"Charlton",1032,"Reading","Nigel Adkins","Championship",1,"Reading","03-12-2013","https://www.transfermarkt.com/spielbericht/index/spielbericht/2333063","9:00 PM","18","4-4-2 double 6","1:0 ","2013"
2,"Bournemouth",1032,"Reading","Nigel Adkins","Championship",1,"Reading","07-12-2013","https://www.transfermarkt.com/spielbericht/index/spielbericht/2333078","4:00 PM","19","4-4-2 double 6","1:2 ","2013"
1,"Reading",1032,"Reading","Nigel Adkins","Championship",0,"Huddersfield","14-12-2013","https://www.transfermarkt.com/spielbericht/index/spielbericht/2333015","4:00 PM","20","4-4-2 double 6","0:1 ","2013"
2,"Wigan",1032,"Reading","Nigel Adkins","Championship",1,"Reading","21-12-2013","https://www.transfermarkt.com/spielbericht/index/spielbericht/2333029","4:00 PM","21","4-4-2 double 6","1:2 ","2013"
0,"Reading",1032,"Reading","Nigel Adkins","Championship",1,"Leicester","26-12-2013","https://www.transfermarkt.com/spielbericht/index/spielbericht/2333036","4:00 PM","22","4-2-3-1","1:0 ","2013"
0,"Reading",1032,"Reading","Nigel Adkins","Championship",3,"Middlesbrough","29-12-2013","https://www.transfermarkt.com/spielbericht/index/spielbericht/2333128","4:00 PM","23","4-4-2 double 6","3:0 ","2013"
1,"Nottm Forest",1032,"Reading","Nigel Adkins","Championship",1,"Reading","01-01-2014","https://www.transfermarkt.com/spielbericht/index/spielbericht/2333107","4:00 PM","24","4-4-2 double 6","1:1 ","2013"
1,"Reading",1032,"Reading","Nigel Adkins","Championship",0,"Watford","11-01-2014","https://www.transfermarkt.com/spielbericht/index/spielbericht/2333160","4:00 PM","25","4-4-2 double 6","0:1 ","2013"
1,"Bolton",1032,"Reading","Nigel Adkins","Championship",7,"Reading","18-01-2014","https://www.transfermarkt.com/spielbericht/index/spielbericht/2333109","4:00 PM","26","4-4-2 double 6","7:1 ","2013"
0,"Reading",1032,"Reading","Nigel Adkins","Championship",2,"Ipswich","25-01-2014","https://www.transfermarkt.com/spielbericht/index/spielbericht/2333103","4:00 PM","27","4-4-2 double 6","2:0 ","2013"
1,"Blackpool",1032,"Reading","Nigel Adkins","Championship",5,"Reading","28-01-2014","https://www.transfermarkt.com/spielbericht/index/spielbericht/2333167","9:00 PM","28","4-4-2 double 6","5:1 ","2013"
3,"Reading",1032,"Reading","Nigel Adkins","Championship",0,"Millwall","01-02-2014","https://www.transfermarkt.com/spielbericht/index/spielbericht/2333177","4:00 PM","29","4-4-2 double 6","0:3 ","2013"
2,"Sheff Wed",1032,"Reading","Nigel Adkins","Championship",0,"Reading","08-02-2014","https://www.transfermarkt.com/spielbericht/index/spielbericht/2333213","4:00 PM","30","4-4-2 double 6","0:2 ","2013"
3,"Reading",1032,"Reading","Nigel Adkins","Championship",1,"QPR","16-02-2014","https://www.transfermarkt.com/spielbericht/index/spielbericht/2333179","4:30 PM","31","4-4-2 double 6","1:3 ","2013"
1,"Blackburn",1032,"Reading","Nigel Adkins","Championship",0,"Reading","22-02-2014","https://www.transfermarkt.com/spielbericht/index/spielbericht/2333192","4:00 PM","32","4-4-2 double 6","0:1 ","2013"
1,"Yeovil Town",1032,"Reading","Nigel Adkins","Championship",1,"Reading","01-03-2014","https://www.transfermarkt.com/spielbericht/index/spielbericht/2333169","4:00 PM","33","4-4-2 double 6","1:1 ","2013"
1,"Reading",1032,"Reading","Nigel Adkins","Championship",1,"Brighton","08-03-2014","https://www.transfermarkt.com/spielbericht/index/spielbericht/2333279","4:00 PM","34","4-2-3-1","1:1 ","2013"
4,"Reading",1032,"Reading","Nigel Adkins","Championship",2,"Leeds","11-03-2014","https://www.transfermarkt.com/spielbericht/index/spielbericht/2333305","9:15 PM","35","4-2-3-1","2:4 ","2013"
0,"Derby",1032,"Reading","Nigel Adkins","Championship",0,"Reading","15-03-2014","https://www.transfermarkt.com/spielbericht/index/spielbericht/2333295","4:00 PM","36","4-2-3-1","0:0 ","2013"
2,"Reading",1032,"Reading","Nigel Adkins","Championship",1,"Birmingham","22-03-2014","https://www.transfermarkt.com/spielbericht/index/spielbericht/2333308","4:00 PM","37","4-2-3-1","1:2 ","2013"
3,"Barnsley FC",1032,"Reading","Nigel Adkins","Championship",1,"Reading","25-03-2014","https://www.transfermarkt.com/spielbericht/index/spielbericht/2333267","9:00 PM","38","4-1-4-1","1:3 ","2013"
1,"Huddersfield",1032,"Reading","Nigel Adkins","Championship",1,"Reading","29-03-2014","https://www.transfermarkt.com/spielbericht/index/spielbericht/2333035","4:00 PM","39","4-2-3-1","1:1 ","2013"
1,"Reading",1032,"Reading","Nigel Adkins","Championship",0,"Charlton","05-04-2014","https://www.transfermarkt.com/spielbericht/index/spielbericht/2333358","4:00 PM","40","4-4-2 double 6","0:1 ","2013"
1,"Reading",1032,"Reading","Nigel Adkins","Championship",3,"Bournemouth","08-04-2014","https://www.transfermarkt.com/spielbericht/index/spielbericht/2333377","8:45 PM","41","4-4-2 double 6","3:1 ","2013"
1,"Leicester",1032,"Reading","Nigel Adkins","Championship",1,"Reading","14-04-2014","https://www.transfermarkt.com/spielbericht/index/spielbericht/2333397","9:05 PM","42","4-2-3-1","1:1 ","2013"
0,"Reading",1032,"Reading","Nigel Adkins","Championship",3,"Wigan","18-04-2014","https://www.transfermarkt.com/spielbericht/index/spielbericht/2333372","4:00 PM","43","4-4-2 double 6","3:0 ","2013"
0,"Middlesbrough",1032,"Reading","Nigel Adkins","Championship",2,"Reading","22-04-2014","https://www.transfermarkt.com/spielbericht/index/spielbericht/2333399","9:00 PM","44","4-2-3-1","2:0 ","2013"
3,"Reading",1032,"Reading","Nigel Adkins","Championship",1,"Doncaster","26-04-2014","https://www.transfermarkt.com/spielbericht/index/spielbericht/2333365","4:00 PM","45","4-4-2 double 6","1:3 ","2013"
2,"Burnley",1032,"Reading","Nigel Adkins","Championship",2,"Reading","03-05-2014","https://www.transfermarkt.com/spielbericht/index/spielbericht/2333324","1:15 PM","46","4-4-2 double 6","2:2 ","2013"
0,"Reading",1032,"Reading","Nigel Adkins","FA Cup",1,"Brighton","04-01-2014","https://www.transfermarkt.com/spielbericht/index/spielbericht/2387452","4:00 PM","Third Round","4-4-2 double 6","1:0 ","2013"
0,"Reading",1032,"Reading","Nigel Adkins","EFL Cup",6,"Peterborough","27-08-2013","https://www.transfermarkt.com/spielbericht/index/spielbericht/2360824","8:45 PM","Second Round","4-4-2 double 6","6:0 ","2013"
0,"Stoke City",512,"Stoke City","Mark Hughes","Premier League",1,"Liverpool","17-08-2013","https://www.transfermarkt.com/spielbericht/index/spielbericht/2350359","1:45 PM","1","4-5-1 flat","1:0 ","2013"
1,"Crystal Palace",512,"Stoke City","Mark Hughes","Premier League",2,"Stoke City","24-08-2013","https://www.transfermarkt.com/spielbericht/index/spielbericht/2350372","4:00 PM","2","4-1-4-1","2:1 ","2013"
1,"Stoke City",512,"Stoke City","Mark Hughes","Premier League",0,"West Ham","31-08-2013","https://www.transfermarkt.com/spielbericht/index/spielbericht/2350381","4:00 PM","3","4-2-3-1","0:1 ","2013"
0,"Man City",512,"Stoke City","Mark Hughes","Premier League",0,"Stoke City","14-09-2013","https://www.transfermarkt.com/spielbericht/index/spielbericht/2332005","4:00 PM","4","4-2-3-1","0:0 ","2013"
1,"Stoke City",512,"Stoke City","Mark Hughes","Premier League",3,"Arsenal","22-09-2013","https://www.transfermarkt.com/spielbericht/index/spielbericht/2332019","2:30 PM","5","4-2-3-1","3:1 ","2013"
1,"Norwich",512,"Stoke City","Mark Hughes","Premier League",0,"Stoke City","29-09-2013","https://www.transfermarkt.com/spielbericht/index/spielbericht/2331985","2:30 PM","6","4-2-3-1","0:1 ","2013"
0,"Stoke City",512,"Stoke City","Mark Hughes","Premier League",1,"Fulham","05-10-2013","https://www.transfermarkt.com/spielbericht/index/spielbericht/2331960","4:00 PM","7","4-2-3-1","1:0 ","2013"
0,"West Brom",512,"Stoke City","Mark Hughes","Premier League",0,"Stoke City","19-10-2013","https://www.transfermarkt.com/spielbericht/index/spielbericht/2332110","4:00 PM","8","4-2-3-1","0:0 ","2013"
2,"Stoke City",512,"Stoke City","Mark Hughes","Premier League",3,"Man Utd","26-10-2013","https://www.transfermarkt.com/spielbericht/index/spielbericht/2332081","4:00 PM","9","4-2-3-1","3:2 ","2013"
1,"Southampton",512,"Stoke City","Mark Hughes","Premier League",1,"Stoke City","02-11-2013","https://www.transfermarkt.com/spielbericht/index/spielbericht/2332078","4:00 PM","10","4-2-3-1","1:1 ","2013"
3,"Stoke City",512,"Stoke City","Mark Hughes","Premier League",3,"Swansea","10-11-2013","https://www.transfermarkt.com/spielbericht/index/spielbericht/2332092","5:10 PM","11","4-2-3-1","3:3 ","2013"
0,"Sunderland",512,"Stoke City","Mark Hughes","Premier League",2,"Stoke City","23-11-2013","https://www.transfermarkt.com/spielbericht/index/spielbericht/2332064","4:00 PM","12","4-2-3-1","2:0 ","2013"
0,"Stoke City",512,"Stoke City","Mark Hughes","Premier League",4,"Everton","30-11-2013","https://www.transfermarkt.com/spielbericht/index/spielbericht/2332062","4:00 PM","13","4-2-3-1","4:0 ","2013"
0,"Cardiff",512,"Stoke City","Mark Hughes","Premier League",0,"Stoke City","04-12-2013","https://www.transfermarkt.com/spielbericht/index/spielbericht/2332063","8:45 PM","14","4-2-3-1","0:0 ","2013"
2,"Chelsea",512,"Stoke City","Mark Hughes","Premier League",3,"Stoke City","07-12-2013","https://www.transfermarkt.com/spielbericht/index/spielbericht/2332025","4:00 PM","15","4-2-3-1","3:2 ","2013"
0,"Stoke City",512,"Stoke City","Mark Hughes","Premier League",0,"Hull City","14-12-2013","https://www.transfermarkt.com/spielbericht/index/spielbericht/2332048","6:30 PM","16","4-2-3-1","0:0 ","2013"
1,"Aston Villa",512,"Stoke City","Mark Hughes","Premier League",2,"Stoke City","21-12-2013","https://www.transfermarkt.com/spielbericht/index/spielbericht/2331997","4:00 PM","17","4-4-2 double 6","2:1 ","2013"
1,"Stoke City",512,"Stoke City","Mark Hughes","Premier League",5,"Newcastle","26-12-2013","https://www.transfermarkt.com/spielbericht/index/spielbericht/2331963","4:00 PM","18","4-2-3-1","5:1 ","2013"
0,"Stoke City",512,"Stoke City","Mark Hughes","Premier League",3,"Spurs","29-12-2013","https://www.transfermarkt.com/spielbericht/index/spielbericht/2331976","5:00 PM","19","4-2-3-1","3:0 ","2013"
1,"Everton",512,"Stoke City","Mark Hughes","Premier League",1,"Stoke City","01-01-2014","https://www.transfermarkt.com/spielbericht/index/spielbericht/2332101","4:00 PM","20","4-2-3-1","1:1 ","2013"
5,"Liverpool",512,"Stoke City","Mark Hughes","Premier League",3,"Stoke City","12-01-2014","https://www.transfermarkt.com/spielbericht/index/spielbericht/2332245","5:10 PM","21","4-3-3 Defending","3:5 ","2013"
0,"Stoke City",512,"Stoke City","Mark Hughes","Premier League",1,"Crystal Palace","18-01-2014","https://www.transfermarkt.com/spielbericht/index/spielbericht/2332248","4:00 PM","22","4-2-3-1","1:0 ","2013"
0,"Stoke City",512,"Stoke City","Mark Hughes","Premier League",1,"Sunderland","29-01-2014","https://www.transfermarkt.com/spielbericht/index/spielbericht/2332202","8:45 PM","23","4-2-3-1","1:0 ","2013"
1,"Man Utd",512,"Stoke City","Mark Hughes","Premier League",2,"Stoke City","01-02-2014","https://www.transfermarkt.com/spielbericht/index/spielbericht/2332194","4:00 PM","24","4-2-3-1","2:1 ","2013"
2,"Stoke City",512,"Stoke City","Mark Hughes","Premier League",2,"Southampton","08-02-2014","https://www.transfermarkt.com/spielbericht/index/spielbericht/2332221","4:00 PM","25","4-2-3-1","2:2 ","2013"
1,"Swansea",512,"Stoke City","Mark Hughes","Premier League",1,"Stoke City","12-02-2014","https://www.transfermarkt.com/spielbericht/index/spielbericht/2332215","9:00 PM","26","4-2-3-1","1:1 ","2013"
0,"Stoke City",512,"Stoke City","Mark Hughes","Premier League",1,"Man City","22-02-2014","https://www.transfermarkt.com/spielbericht/index/spielbericht/2332162","4:00 PM","27","4-2-3-1","1:0 ","2013"
0,"Arsenal",512,"Stoke City","Mark Hughes","Premier League",1,"Stoke City","01-03-2014","https://www.transfermarkt.com/spielbericht/index/spielbericht/2332178","4:00 PM","28","4-2-3-1","1:0 ","2013"
1,"Stoke City",512,"Stoke City","Mark Hughes","Premier League",1,"Norwich","08-03-2014","https://www.transfermarkt.com/spielbericht/index/spielbericht/2332185","4:00 PM","29","4-2-3-1","1:1 ","2013"
1,"West Ham",512,"Stoke City","Mark Hughes","Premier League",3,"Stoke City","15-03-2014","https://www.transfermarkt.com/spielbericht/index/spielbericht/2332140","4:00 PM","30","4-2-3-1","3:1 ","2013"
4,"Stoke City",512,"Stoke City","Mark Hughes","Premier League",1,"Aston Villa","23-03-2014","https://www.transfermarkt.com/spielbericht/index/spielbericht/2332134","5:00 PM","31","4-2-3-1","1:4 ","2013"
0,"Hull City",512,"Stoke City","Mark Hughes","Premier League",1,"Stoke City","29-03-2014","https://www.transfermarkt.com/spielbericht/index/spielbericht/2332155","4:00 PM","32","4-2-3-1","1:0 ","2013"
0,"Stoke City",512,"Stoke City","Mark Hughes","Premier League",3,"Chelsea","05-04-2014","https://www.transfermarkt.com/spielbericht/index/spielbericht/2332268","6:30 PM","33","4-5-1 flat","3:0 ","2013"
0,"Newcastle",512,"Stoke City","Mark Hughes","Premier League",1,"Stoke City","12-04-2014","https://www.transfermarkt.com/spielbericht/index/spielbericht/2332304","4:05 PM","34","4-2-3-1","1:0 ","2013"
1,"Stoke City",512,"Stoke City","Mark Hughes","Premier League",1,"Cardiff","19-04-2014","https://www.transfermarkt.com/spielbericht/index/spielbericht/2332294","4:00 PM","35","4-2-3-1","1:1 ","2013"
1,"Spurs",512,"Stoke City","Mark Hughes","Premier League",0,"Stoke City","26-04-2014","https://www.transfermarkt.com/spielbericht/index/spielbericht/2332252","4:00 PM","36","4-2-3-1","0:1 ","2013"
1,"Fulham",512,"Stoke City","Mark Hughes","Premier League",4,"Stoke City","03-05-2014","https://www.transfermarkt.com/spielbericht/index/spielbericht/2332265","4:00 PM","37","4-2-3-1","4:1 ","2013"
2,"Stoke City",512,"Stoke City","Mark Hughes","Premier League",1,"West Brom","11-05-2014","https://www.transfermarkt.com/spielbericht/index/spielbericht/2332281","4:00 PM","38","4-2-3-1","1:2 ","2013"
1,"Leicester",512,"Stoke City","Mark Hughes","FA Cup",2,"Stoke City","04-01-2014","https://www.transfermarkt.com/spielbericht/index/spielbericht/2387437","4:00 PM","Third Round","4-2-3-1","2:1 ","2013"
0,"Stoke City",512,"Stoke City","Mark Hughes","FA Cup",1,"Chelsea","26-01-2014","https://www.transfermarkt.com/spielbericht/index/spielbericht/2421967","4:30 PM","Fourth Round","4-2-3-1","1:0 ","2013"
1,"Walsall",512,"Stoke City","Mark Hughes","EFL Cup",3,"Stoke City","28-08-2013","https://www.transfermarkt.com/spielbericht/index/spielbericht/2360832","8:45 PM","Second Round","4-1-4-1","3:1 ","2013"
